37	0	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153435, IsMoving = True } }
41	1	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153447, IsMoving = True } }
43	2	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153441, IsMoving = True } }
44	3	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153445, IsMoving = True } }
45	4	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153442, IsMoving = True } }
46	5	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153445, IsMoving = True } }
47	6	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153442, IsMoving = True } }
48	7	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153446, IsMoving = True } }
49	8	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153442, IsMoving = True } }
50	9	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153446, IsMoving = True } }
51	10	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153443, IsMoving = True } }
52	11	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153447, IsMoving = True } }
53	12	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153443, IsMoving = True } }
54	13	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153447, IsMoving = True } }
55	14	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153443, IsMoving = True } }
56	15	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153448, IsMoving = True } }
57	16	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153444, IsMoving = True } }
58	17	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153449, IsMoving = True } }
60	18	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153440, IsMoving = True } }
61	19	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153445, IsMoving = True } }
62	20	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153440, IsMoving = True } }
63	21	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153446, IsMoving = True } }
64	22	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153440, IsMoving = True } }
65	23	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153446, IsMoving = True } }
66	24	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153441, IsMoving = True } }
67	25	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153447, IsMoving = True } }
68	26	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153441, IsMoving = True } }
69	27	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153448, IsMoving = True } }
70	28	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153442, IsMoving = True } }
71	29	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153450, IsMoving = True } }
72	30	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153443, IsMoving = True } }
73	31	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153451, IsMoving = True } }
74	32	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153443, IsMoving = True } }
75	33	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153453, IsMoving = True } }
77	34	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153435, IsMoving = True } }
78	35	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153446, IsMoving = True } }
79	36	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153435, IsMoving = True } }
80	37	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153447, IsMoving = True } }
81	38	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153435, IsMoving = True } }
82	39	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153450, IsMoving = True } }
83	40	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153435, IsMoving = True } }
84	41	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153453, IsMoving = True } }
85	42	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153435, IsMoving = True } }
86	43	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153458, IsMoving = True } }
87	44	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153435, IsMoving = True } }
88	45	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -895, Gait = Run, FacingMdeg = 153467, IsMoving = True } }
89	46	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153435, IsMoving = True } }
90	47	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 446, DirZPermille = -895, Gait = Run, FacingMdeg = 153489, IsMoving = True } }
91	48	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 447, DirZPermille = -894, Gait = Run, FacingMdeg = 153435, IsMoving = True } }
93	49	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 326, DirZPermille = -945, Gait = Run, FacingMdeg = 160984, IsMoving = True } }
151	50	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 327, DirZPermille = -945, Gait = Run, FacingMdeg = 160943, IsMoving = True } }
161	51	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 328, DirZPermille = -945, Gait = Run, FacingMdeg = 160880, IsMoving = True } }
164	52	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 329, DirZPermille = -944, Gait = Run, FacingMdeg = 160818, IsMoving = True } }
165	53	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 328, DirZPermille = -945, Gait = Run, FacingMdeg = 160852, IsMoving = True } }
166	54	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 329, DirZPermille = -944, Gait = Run, FacingMdeg = 160813, IsMoving = True } }
167	55	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 328, DirZPermille = -945, Gait = Run, FacingMdeg = 160869, IsMoving = True } }
168	56	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 329, DirZPermille = -944, Gait = Run, FacingMdeg = 160796, IsMoving = True } }
170	57	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 0, DirZPermille = 0, Gait = Run, FacingMdeg = 160796, IsMoving = False } }
170	58	MoveItemCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Item = container.waystation_chest#00, From = container container.waystation_chest, To = inventory, Count = 6 }
170	59	MoveItemCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Item = container.waystation_chest#01, From = container container.waystation_chest, To = inventory, Count = 1 }	rejected: there is no 'container.waystation_chest#01' in the container container.waystation_chest
170	60	MoveItemCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Item = container.waystation_chest#02, From = container container.waystation_chest, To = inventory, Count = 2 }	rejected: there is no 'container.waystation_chest#02' in the container container.waystation_chest
171	61	MoveItemCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Item = itm_01M3BMWG803FY6Q4GA0ANK0N4A, From = container container.waystation_chest, To = inventory, Count = 1 }
171	62	MoveItemCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Item = itm_01M3BMWG803FEJBVEB0MWN1738, From = container container.waystation_chest, To = inventory, Count = 2 }
179	63	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 772, DirZPermille = 635, Gait = Run, FacingMdeg = 50551, IsMoving = True } }
187	64	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 772, DirZPermille = 636, Gait = Run, FacingMdeg = 50542, IsMoving = True } }
188	65	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 772, DirZPermille = 635, Gait = Run, FacingMdeg = 50571, IsMoving = True } }
191	66	MoveCommand { Actor = chr_01M3BMW7KN54EKH8FFGFYWVYVF, Intent = MoveIntent { DirXPermille = 773, DirZPermille = 635, Gait = Run, FacingMdeg = 50580, IsMoving = True } }
